crime_code,crime_description,crime_domain
204,DOMESTIC VIOLENCE,Violent Crime
375,CYBERCRIME,Other Crime
283,SHOPLIFTING,Other Crime
146,KIDNAPPING,Other Crime
107,ROBBERY,Violent Crime
410,CYBERCRIME,Other Crime
267,ARSON,Fire Accident
411,IDENTITY THEFT,Violent Crime
503,COUNTERFEITING,Other Crime
383,IDENTITY THEFT,Violent Crime
120,DRUG OFFENSE,Other Crime
129,ARSON,Fire Accident
258,TRAFFIC VIOLATION,Traffic Fatality
182,BURGLARY,Other Crime
359,EXTORTION,Other Crime
435,DOMESTIC VIOLENCE,Violent Crime
543,VANDALISM,Other Crime
552,DRUG OFFENSE,Other Crime
334,FRAUD,Other Crime
372,IDENTITY THEFT,Violent Crime
572,PUBLIC INTOXICATION,Other Crime
220,FRAUD,Other Crime
108,FRAUD,Other Crime
155,FRAUD,Other Crime
299,IDENTITY THEFT,Violent Crime
405,ILLEGAL POSSESSION,Other Crime
414,VEHICLE - STOLEN,Violent Crime
241,DRUG OFFENSE,Other Crime
479,ILLEGAL POSSESSION,Other Crime
406,DRUG OFFENSE,Other Crime
432,BURGLARY,Other Crime
427,FRAUD,Other Crime
260,ILLEGAL POSSESSION,Other Crime
515,ILLEGAL POSSESSION,Other Crime
530,ARSON,Fire Accident
480,VEHICLE - STOLEN,Violent Crime
493,ARSON,Fire Accident
441,FRAUD,Other Crime
133,SEXUAL ASSAULT,Violent Crime
386,SHOPLIFTING,Other Crime
447,KIDNAPPING,Other Crime
254,VANDALISM,Other Crime
407,SHOPLIFTING,Other Crime
272,TRAFFIC VIOLATION,Traffic Fatality
232,KIDNAPPING,Other Crime
436,ILLEGAL POSSESSION,Other Crime
344,PUBLIC INTOXICATION,Other Crime
381,KIDNAPPING,Other Crime
361,COUNTERFEITING,Other Crime
316,KIDNAPPING,Other Crime
438,SHOPLIFTING,Other Crime
272,DOMESTIC VIOLENCE,Violent Crime
546,COUNTERFEITING,Other Crime
566,CYBERCRIME,Other Crime
467,FIREARM OFFENSE,Fire Accident
525,FRAUD,Other Crime
446,CYBERCRIME,Other Crime
243,EXTORTION,Other Crime
303,FIREARM OFFENSE,Fire Accident
537,HOMICIDE,Other Crime
233,FIREARM OFFENSE,Fire Accident
234,VEHICLE - STOLEN,Violent Crime
204,ASSAULT,Violent Crime
258,SEXUAL ASSAULT,Violent Crime
470,SHOPLIFTING,Other Crime
408,FIREARM OFFENSE,Fire Accident
564,FRAUD,Other Crime
340,ASSAULT,Violent Crime
331,BURGLARY,Other Crime
351,COUNTERFEITING,Other Crime
204,PUBLIC INTOXICATION,Other Crime
548,VEHICLE - STOLEN,Violent Crime
328,DOMESTIC VIOLENCE,Violent Crime
263,SEXUAL ASSAULT,Violent Crime
160,FIREARM OFFENSE,Fire Accident
597,TRAFFIC VIOLATION,Traffic Fatality
315,SHOPLIFTING,Other Crime
445,CYBERCRIME,Other Crime
222,DOMESTIC VIOLENCE,Violent Crime
433,SEXUAL ASSAULT,Violent Crime
205,ARSON,Fire Accident
442,ARSON,Fire Accident
599,VEHICLE - STOLEN,Violent Crime
127,TRAFFIC VIOLATION,Traffic Fatality
163,HOMICIDE,Other Crime
167,DRUG OFFENSE,Other Crime
476,ARSON,Fire Accident
134,EXTORTION,Other Crime
459,IDENTITY THEFT,Violent Crime
249,DOMESTIC VIOLENCE,Violent Crime
408,COUNTERFEITING,Other Crime
545,VEHICLE - STOLEN,Violent Crime
489,SEXUAL ASSAULT,Violent Crime
119,PUBLIC INTOXICATION,Other Crime
121,FRAUD,Other Crime
161,FIREARM OFFENSE,Fire Accident
190,VEHICLE - STOLEN,Violent Crime
422,VANDALISM,Other Crime
514,ARSON,Fire Accident
225,TRAFFIC VIOLATION,Traffic Fatality
451,VANDALISM,Other Crime
501,KIDNAPPING,Other Crime
318,DOMESTIC VIOLENCE,Violent Crime
271,BURGLARY,Other Crime
269,KIDNAPPING,Other Crime
569,DOMESTIC VIOLENCE,Violent Crime
139,CYBERCRIME,Other Crime
351,VANDALISM,Other Crime
475,SEXUAL ASSAULT,Violent Crime
330,SHOPLIFTING,Other Crime
230,BURGLARY,Other Crime
139,SEXUAL ASSAULT,Violent Crime
545,VANDALISM,Other Crime
411,SHOPLIFTING,Other Crime
528,DRUG OFFENSE,Other Crime
507,HOMICIDE,Other Crime
548,IDENTITY THEFT,Violent Crime
466,SEXUAL ASSAULT,Violent Crime
157,SEXUAL ASSAULT,Violent Crime
368,TRAFFIC VIOLATION,Traffic Fatality
370,ILLEGAL POSSESSION,Other Crime
259,TRAFFIC VIOLATION,Traffic Fatality
366,COUNTERFEITING,Other Crime
306,CYBERCRIME,Other Crime
571,VANDALISM,Other Crime
180,IDENTITY THEFT,Violent Crime
255,VANDALISM,Other Crime
179,DRUG OFFENSE,Other Crime
304,VEHICLE - STOLEN,Violent Crime
430,ILLEGAL POSSESSION,Other Crime
425,FRAUD,Other Crime
547,ARSON,Fire Accident
499,ROBBERY,Violent Crime
258,IDENTITY THEFT,Violent Crime
207,ROBBERY,Violent Crime
267,ARSON,Fire Accident
306,ROBBERY,Violent Crime
246,TRAFFIC VIOLATION,Traffic Fatality
422,VEHICLE - STOLEN,Violent Crime
532,DOMESTIC VIOLENCE,Violent Crime
489,ROBBERY,Violent Crime
415,BURGLARY,Other Crime
387,ARSON,Fire Accident
164,PUBLIC INTOXICATION,Other Crime
535,TRAFFIC VIOLATION,Traffic Fatality
100,ARSON,Fire Accident
549,VEHICLE - STOLEN,Violent Crime
493,TRAFFIC VIOLATION,Traffic Fatality
441,TRAFFIC VIOLATION,Traffic Fatality
290,FIREARM OFFENSE,Fire Accident
274,EXTORTION,Other Crime
340,ROBBERY,Violent Crime
568,ILLEGAL POSSESSION,Other Crime
439,HOMICIDE,Other Crime
356,DRUG OFFENSE,Other Crime
376,BURGLARY,Other Crime
212,EXTORTION,Other Crime
466,ASSAULT,Violent Crime
276,KIDNAPPING,Other Crime
489,TRAFFIC VIOLATION,Traffic Fatality
400,KIDNAPPING,Other Crime
542,ASSAULT,Violent Crime
309,IDENTITY THEFT,Violent Crime
124,FIREARM OFFENSE,Fire Accident
275,TRAFFIC VIOLATION,Traffic Fatality
365,SHOPLIFTING,Other Crime
270,HOMICIDE,Other Crime
205,FIREARM OFFENSE,Fire Accident
152,IDENTITY THEFT,Violent Crime
160,BURGLARY,Other Crime
387,ILLEGAL POSSESSION,Other Crime
570,PUBLIC INTOXICATION,Other Crime
454,DOMESTIC VIOLENCE,Violent Crime
132,SEXUAL ASSAULT,Violent Crime
294,ROBBERY,Violent Crime
534,VEHICLE - STOLEN,Violent Crime
268,DOMESTIC VIOLENCE,Violent Crime
449,EXTORTION,Other Crime
310,BURGLARY,Other Crime
498,FIREARM OFFENSE,Fire Accident
323,VANDALISM,Other Crime
297,TRAFFIC VIOLATION,Traffic Fatality
224,BURGLARY,Other Crime
207,DOMESTIC VIOLENCE,Violent Crime
546,IDENTITY THEFT,Violent Crime
368,ASSAULT,Violent Crime
492,IDENTITY THEFT,Violent Crime
106,ASSAULT,Violent Crime
453,ROBBERY,Violent Crime
381,CYBERCRIME,Other Crime
350,CYBERCRIME,Other Crime
108,VANDALISM,Other Crime
483,FRAUD,Other Crime
481,PUBLIC INTOXICATION,Other Crime
117,VEHICLE - STOLEN,Violent Crime
284,HOMICIDE,Other Crime
259,DRUG OFFENSE,Other Crime
430,ROBBERY,Violent Crime
260,BURGLARY,Other Crime
516,SHOPLIFTING,Other Crime
172,SHOPLIFTING,Other Crime
427,BURGLARY,Other Crime
442,VEHICLE - STOLEN,Violent Crime
375,CYBERCRIME,Other Crime
292,TRAFFIC VIOLATION,Traffic Fatality
163,COUNTERFEITING,Other Crime
376,HOMICIDE,Other Crime
304,ARSON,Fire Accident
352,KIDNAPPING,Other Crime
432,CYBERCRIME,Other Crime
348,CYBERCRIME,Other Crime
220,SEXUAL ASSAULT,Violent Crime
117,DRUG OFFENSE,Other Crime
439,VANDALISM,Other Crime
531,FRAUD,Other Crime
372,VEHICLE - STOLEN,Violent Crime
543,HOMICIDE,Other Crime
410,VANDALISM,Other Crime
268,FRAUD,Other Crime
242,FRAUD,Other Crime
510,FRAUD,Other Crime
169,DRUG OFFENSE,Other Crime
196,ASSAULT,Violent Crime
114,VANDALISM,Other Crime
504,DOMESTIC VIOLENCE,Violent Crime
515,KIDNAPPING,Other Crime
488,FRAUD,Other Crime
183,ASSAULT,Violent Crime
343,ROBBERY,Violent Crime
565,COUNTERFEITING,Other Crime
556,SHOPLIFTING,Other Crime
345,ASSAULT,Violent Crime
196,SEXUAL ASSAULT,Violent Crime
427,BURGLARY,Other Crime
593,ASSAULT,Violent Crime
156,FIREARM OFFENSE,Fire Accident
114,HOMICIDE,Other Crime
137,ROBBERY,Violent Crime
113,ASSAULT,Violent Crime
277,DRUG OFFENSE,Other Crime
198,DRUG OFFENSE,Other Crime
242,ROBBERY,Violent Crime
211,CYBERCRIME,Other Crime
512,ROBBERY,Violent Crime
582,SEXUAL ASSAULT,Violent Crime
370,FIREARM OFFENSE,Fire Accident
207,VANDALISM,Other Crime
393,SHOPLIFTING,Other Crime
129,ARSON,Fire Accident
213,CYBERCRIME,Other Crime
574,BURGLARY,Other Crime
174,SHOPLIFTING,Other Crime
555,PUBLIC INTOXICATION,Other Crime
440,DOMESTIC VIOLENCE,Violent Crime
231,COUNTERFEITING,Other Crime
113,VEHICLE - STOLEN,Violent Crime
132,COUNTERFEITING,Other Crime
273,COUNTERFEITING,Other Crime
505,IDENTITY THEFT,Violent Crime
199,SHOPLIFTING,Other Crime
494,PUBLIC INTOXICATION,Other Crime
575,SHOPLIFTING,Other Crime
337,HOMICIDE,Other Crime
215,HOMICIDE,Other Crime
378,HOMICIDE,Other Crime
521,KIDNAPPING,Other Crime
120,ROBBERY,Violent Crime
423,COUNTERFEITING,Other Crime
471,DRUG OFFENSE,Other Crime
225,VANDALISM,Other Crime
360,BURGLARY,Other Crime
138,CYBERCRIME,Other Crime
562,HOMICIDE,Other Crime
265,FRAUD,Other Crime
219,COUNTERFEITING,Other Crime
546,VANDALISM,Other Crime
456,ARSON,Fire Accident
426,CYBERCRIME,Other Crime
528,ROBBERY,Violent Crime
106,VANDALISM,Other Crime
199,TRAFFIC VIOLATION,Traffic Fatality
527,KIDNAPPING,Other Crime
156,IDENTITY THEFT,Violent Crime
138,IDENTITY THEFT,Violent Crime
138,VEHICLE - STOLEN,Violent Crime
522,EXTORTION,Other Crime
192,CYBERCRIME,Other Crime
213,IDENTITY THEFT,Violent Crime
469,PUBLIC INTOXICATION,Other Crime
538,TRAFFIC VIOLATION,Traffic Fatality
461,TRAFFIC VIOLATION,Traffic Fatality
508,HOMICIDE,Other Crime
556,VEHICLE - STOLEN,Violent Crime
463,FIREARM OFFENSE,Fire Accident
330,VEHICLE - STOLEN,Violent Crime
401,FRAUD,Other Crime
391,VEHICLE - STOLEN,Violent Crime
182,TRAFFIC VIOLATION,Traffic Fatality
463,FRAUD,Other Crime
386,IDENTITY THEFT,Violent Crime
281,SEXUAL ASSAULT,Violent Crime
280,HOMICIDE,Other Crime
354,FRAUD,Other Crime
235,SHOPLIFTING,Other Crime
294,CYBERCRIME,Other Crime
333,FIREARM OFFENSE,Fire Accident
361,EXTORTION,Other Crime
337,VANDALISM,Other Crime
420,COUNTERFEITING,Other Crime
120,IDENTITY THEFT,Violent Crime
574,PUBLIC INTOXICATION,Other Crime
342,ROBBERY,Violent Crime
446,BURGLARY,Other Crime
232,ILLEGAL POSSESSION,Other Crime
458,ARSON,Fire Accident
126,IDENTITY THEFT,Violent Crime
514,ILLEGAL POSSESSION,Other Crime
240,DRUG OFFENSE,Other Crime
127,ARSON,Fire Accident
389,VEHICLE - STOLEN,Violent Crime
202,VEHICLE - STOLEN,Violent Crime
546,BURGLARY,Other Crime
577,VANDALISM,Other Crime
130,ARSON,Fire Accident
399,EXTORTION,Other Crime
522,ASSAULT,Violent Crime
184,BURGLARY,Other Crime
398,PUBLIC INTOXICATION,Other Crime
121,VEHICLE - STOLEN,Violent Crime
251,TRAFFIC VIOLATION,Traffic Fatality
500,EXTORTION,Other Crime
401,ILLEGAL POSSESSION,Other Crime
573,FIREARM OFFENSE,Fire Accident
334,FIREARM OFFENSE,Fire Accident
119,HOMICIDE,Other Crime
470,IDENTITY THEFT,Violent Crime
247,SHOPLIFTING,Other Crime
316,TRAFFIC VIOLATION,Traffic Fatality
528,KIDNAPPING,Other Crime
140,FRAUD,Other Crime
207,FIREARM OFFENSE,Fire Accident
406,VEHICLE - STOLEN,Violent Crime
302,CYBERCRIME,Other Crime
531,TRAFFIC VIOLATION,Traffic Fatality
305,TRAFFIC VIOLATION,Traffic Fatality
575,FRAUD,Other Crime
273,VANDALISM,Other Crime
318,VEHICLE - STOLEN,Violent Crime
534,PUBLIC INTOXICATION,Other Crime
148,DOMESTIC VIOLENCE,Violent Crime
141,ROBBERY,Violent Crime
211,DOMESTIC VIOLENCE,Violent Crime
127,ASSAULT,Violent Crime
103,ARSON,Fire Accident
494,COUNTERFEITING,Other Crime
448,ROBBERY,Violent Crime
424,IDENTITY THEFT,Violent Crime
487,BURGLARY,Other Crime
432,KIDNAPPING,Other Crime
344,SEXUAL ASSAULT,Violent Crime
462,CYBERCRIME,Other Crime
484,KIDNAPPING,Other Crime
485,ROBBERY,Violent Crime
571,VEHICLE - STOLEN,Violent Crime
257,ILLEGAL POSSESSION,Other Crime
241,ASSAULT,Violent Crime
270,FIREARM OFFENSE,Fire Accident
318,IDENTITY THEFT,Violent Crime
571,ASSAULT,Violent Crime
522,SEXUAL ASSAULT,Violent Crime
439,ROBBERY,Violent Crime
334,EXTORTION,Other Crime
368,DRUG OFFENSE,Other Crime
175,TRAFFIC VIOLATION,Traffic Fatality
373,HOMICIDE,Other Crime
537,VEHICLE - STOLEN,Violent Crime
456,CYBERCRIME,Other Crime
417,ILLEGAL POSSESSION,Other Crime
542,SEXUAL ASSAULT,Violent Crime
321,IDENTITY THEFT,Violent Crime
587,FRAUD,Other Crime
363,PUBLIC INTOXICATION,Other Crime
114,TRAFFIC VIOLATION,Traffic Fatality
260,VEHICLE - STOLEN,Violent Crime
431,VANDALISM,Other Crime
409,EXTORTION,Other Crime
123,KIDNAPPING,Other Crime
445,FIREARM OFFENSE,Fire Accident
514,ARSON,Fire Accident
179,CYBERCRIME,Other Crime
548,DRUG OFFENSE,Other Crime
116,FRAUD,Other Crime
101,BURGLARY,Other Crime
571,SEXUAL ASSAULT,Violent Crime
249,PUBLIC INTOXICATION,Other Crime
472,VEHICLE - STOLEN,Violent Crime
122,ARSON,Fire Accident
277,ILLEGAL POSSESSION,Other Crime
400,FRAUD,Other Crime
210,CYBERCRIME,Other Crime
293,KIDNAPPING,Other Crime
577,TRAFFIC VIOLATION,Traffic Fatality
570,IDENTITY THEFT,Violent Crime
289,ROBBERY,Violent Crime
288,ASSAULT,Violent Crime
197,ROBBERY,Violent Crime
276,VANDALISM,Other Crime
563,VANDALISM,Other Crime
109,ASSAULT,Violent Crime
210,FIREARM OFFENSE,Fire Accident
378,ROBBERY,Violent Crime
548,ASSAULT,Violent Crime
365,VEHICLE - STOLEN,Violent Crime
309,FIREARM OFFENSE,Fire Accident
225,VEHICLE - STOLEN,Violent Crime
275,EXTORTION,Other Crime
240,ARSON,Fire Accident
360,FIREARM OFFENSE,Fire Accident
218,FRAUD,Other Crime
353,ILLEGAL POSSESSION,Other Crime
119,EXTORTION,Other Crime
510,EXTORTION,Other Crime
137,KIDNAPPING,Other Crime
206,FRAUD,Other Crime
106,COUNTERFEITING,Other Crime
345,ROBBERY,Violent Crime
554,KIDNAPPING,Other Crime
563,IDENTITY THEFT,Violent Crime
147,ILLEGAL POSSESSION,Other Crime
460,PUBLIC INTOXICATION,Other Crime
457,EXTORTION,Other Crime
284,DRUG OFFENSE,Other Crime
424,HOMICIDE,Other Crime
136,SHOPLIFTING,Other Crime
549,KIDNAPPING,Other Crime
561,CYBERCRIME,Other Crime
143,VEHICLE - STOLEN,Violent Crime
579,KIDNAPPING,Other Crime
341,ASSAULT,Violent Crime
221,HOMICIDE,Other Crime
470,ROBBERY,Violent Crime
410,CYBERCRIME,Other Crime
327,VANDALISM,Other Crime
408,ROBBERY,Violent Crime
437,COUNTERFEITING,Other Crime
348,ASSAULT,Violent Crime
330,FIREARM OFFENSE,Fire Accident
386,VEHICLE - STOLEN,Violent Crime
222,COUNTERFEITING,Other Crime
491,DOMESTIC VIOLENCE,Violent Crime
166,COUNTERFEITING,Other Crime
416,CYBERCRIME,Other Crime
532,HOMICIDE,Other Crime
249,DOMESTIC VIOLENCE,Violent Crime
249,HOMICIDE,Other Crime
218,ILLEGAL POSSESSION,Other Crime
572,FIREARM OFFENSE,Fire Accident
147,KIDNAPPING,Other Crime
452,KIDNAPPING,Other Crime
270,FIREARM OFFENSE,Fire Accident
414,TRAFFIC VIOLATION,Traffic Fatality
511,ROBBERY,Violent Crime
451,DOMESTIC VIOLENCE,Violent Crime
289,ASSAULT,Violent Crime
445,SHOPLIFTING,Other Crime
112,FIREARM OFFENSE,Fire Accident
546,DOMESTIC VIOLENCE,Violent Crime
295,BURGLARY,Other Crime
302,DRUG OFFENSE,Other Crime
146,SEXUAL ASSAULT,Violent Crime
310,SHOPLIFTING,Other Crime
565,EXTORTION,Other Crime
234,COUNTERFEITING,Other Crime
171,IDENTITY THEFT,Violent Crime
199,ARSON,Fire Accident
203,FRAUD,Other Crime
181,SEXUAL ASSAULT,Violent Crime
558,ILLEGAL POSSESSION,Other Crime
380,ASSAULT,Violent Crime
333,BURGLARY,Other Crime
395,IDENTITY THEFT,Violent Crime
453,DOMESTIC VIOLENCE,Violent Crime
201,ASSAULT,Violent Crime
569,DOMESTIC VIOLENCE,Violent Crime
491,SHOPLIFTING,Other Crime
117,FRAUD,Other Crime
348,FIREARM OFFENSE,Fire Accident
595,COUNTERFEITING,Other Crime
573,ARSON,Fire Accident
417,FRAUD,Other Crime
490,KIDNAPPING,Other Crime
134,ARSON,Fire Accident
583,PUBLIC INTOXICATION,Other Crime
234,IDENTITY THEFT,Violent Crime
225,HOMICIDE,Other Crime
247,HOMICIDE,Other Crime
411,ILLEGAL POSSESSION,Other Crime
182,KIDNAPPING,Other Crime
542,HOMICIDE,Other Crime
399,COUNTERFEITING,Other Crime
138,VEHICLE - STOLEN,Violent Crime
511,SHOPLIFTING,Other Crime
186,VANDALISM,Other Crime
299,KIDNAPPING,Other Crime
234,CYBERCRIME,Other Crime
476,COUNTERFEITING,Other Crime
216,FRAUD,Other Crime
122,HOMICIDE,Other Crime
175,FIREARM OFFENSE,Fire Accident
294,FIREARM OFFENSE,Fire Accident
485,ARSON,Fire Accident
256,KIDNAPPING,Other Crime
372,ROBBERY,Violent Crime
277,COUNTERFEITING,Other Crime
202,SEXUAL ASSAULT,Violent Crime
486,PUBLIC INTOXICATION,Other Crime
506,BURGLARY,Other Crime
431,FIREARM OFFENSE,Fire Accident
322,PUBLIC INTOXICATION,Other Crime
470,FRAUD,Other Crime
520,VEHICLE - STOLEN,Violent Crime
330,BURGLARY,Other Crime
592,DOMESTIC VIOLENCE,Violent Crime
296,KIDNAPPING,Other Crime
525,ILLEGAL POSSESSION,Other Crime
385,CYBERCRIME,Other Crime
149,CYBERCRIME,Other Crime
160,BURGLARY,Other Crime
368,ROBBERY,Violent Crime
245,HOMICIDE,Other Crime
245,EXTORTION,Other Crime
423,FIREARM OFFENSE,Fire Accident
505,IDENTITY THEFT,Violent Crime
346,ASSAULT,Violent Crime
270,SHOPLIFTING,Other Crime
470,EXTORTION,Other Crime
250,ASSAULT,Violent Crime
496,ILLEGAL POSSESSION,Other Crime
125,FIREARM OFFENSE,Fire Accident
525,DOMESTIC VIOLENCE,Violent Crime
373,FIREARM OFFENSE,Fire Accident
347,TRAFFIC VIOLATION,Traffic Fatality
558,DRUG OFFENSE,Other Crime
389,TRAFFIC VIOLATION,Traffic Fatality
454,SEXUAL ASSAULT,Violent Crime
281,SEXUAL ASSAULT,Violent Crime
421,DOMESTIC VIOLENCE,Violent Crime
539,COUNTERFEITING,Other Crime
194,COUNTERFEITING,Other Crime
248,COUNTERFEITING,Other Crime
165,ILLEGAL POSSESSION,Other Crime
532,PUBLIC INTOXICATION,Other Crime
170,FRAUD,Other Crime
253,SHOPLIFTING,Other Crime
367,VANDALISM,Other Crime
503,FIREARM OFFENSE,Fire Accident
577,KIDNAPPING,Other Crime
362,VANDALISM,Other Crime
564,FIREARM OFFENSE,Fire Accident
342,COUNTERFEITING,Other Crime
404,SEXUAL ASSAULT,Violent Crime
304,EXTORTION,Other Crime
101,CYBERCRIME,Other Crime
207,ARSON,Fire Accident
406,CYBERCRIME,Other Crime
307,DOMESTIC VIOLENCE,Violent Crime
575,ASSAULT,Violent Crime
533,FIREARM OFFENSE,Fire Accident
318,BURGLARY,Other Crime
211,ASSAULT,Violent Crime
450,COUNTERFEITING,Other Crime
256,DOMESTIC VIOLENCE,Violent Crime
531,DOMESTIC VIOLENCE,Violent Crime
181,TRAFFIC VIOLATION,Traffic Fatality
136,DOMESTIC VIOLENCE,Violent Crime
587,HOMICIDE,Other Crime
481,SHOPLIFTING,Other Crime
107,EXTORTION,Other Crime
273,FIREARM OFFENSE,Fire Accident
241,CYBERCRIME,Other Crime
379,SEXUAL ASSAULT,Violent Crime
301,CYBERCRIME,Other Crime
167,DRUG OFFENSE,Other Crime
405,FRAUD,Other Crime
319,ILLEGAL POSSESSION,Other Crime
595,COUNTERFEITING,Other Crime
509,SHOPLIFTING,Other Crime
537,ROBBERY,Violent Crime
459,BURGLARY,Other Crime
193,SHOPLIFTING,Other Crime
521,KIDNAPPING,Other Crime
156,HOMICIDE,Other Crime
435,KIDNAPPING,Other Crime
162,PUBLIC INTOXICATION,Other Crime
543,BURGLARY,Other Crime
413,CYBERCRIME,Other Crime
134,CYBERCRIME,Other Crime
598,CYBERCRIME,Other Crime
341,ILLEGAL POSSESSION,Other Crime
328,SEXUAL ASSAULT,Violent Crime
318,BURGLARY,Other Crime
167,PUBLIC INTOXICATION,Other Crime
418,DOMESTIC VIOLENCE,Violent Crime
125,ASSAULT,Violent Crime
550,ASSAULT,Violent Crime
573,EXTORTION,Other Crime
211,VANDALISM,Other Crime
186,SHOPLIFTING,Other Crime
437,ASSAULT,Violent Crime
298,PUBLIC INTOXICATION,Other Crime
207,DRUG OFFENSE,Other Crime
360,SEXUAL ASSAULT,Violent Crime
128,SEXUAL ASSAULT,Violent Crime
243,ILLEGAL POSSESSION,Other Crime
486,FIREARM OFFENSE,Fire Accident
262,EXTORTION,Other Crime
230,DOMESTIC VIOLENCE,Violent Crime
436,ARSON,Fire Accident
587,ARSON,Fire Accident
516,KIDNAPPING,Other Crime
232,FRAUD,Other Crime
357,ARSON,Fire Accident
374,ROBBERY,Violent Crime
307,VANDALISM,Other Crime
327,IDENTITY THEFT,Violent Crime
225,KIDNAPPING,Other Crime
582,BURGLARY,Other Crime
271,BURGLARY,Other Crime
272,ARSON,Fire Accident
208,ARSON,Fire Accident
532,KIDNAPPING,Other Crime
140,ARSON,Fire Accident
202,ARSON,Fire Accident
254,EXTORTION,Other Crime
122,COUNTERFEITING,Other Crime
569,BURGLARY,Other Crime
132,SEXUAL ASSAULT,Violent Crime
205,COUNTERFEITING,Other Crime
102,EXTORTION,Other Crime
432,DOMESTIC VIOLENCE,Violent Crime
414,EXTORTION,Other Crime
513,FIREARM OFFENSE,Fire Accident
540,HOMICIDE,Other Crime
194,ASSAULT,Violent Crime
445,SHOPLIFTING,Other Crime
387,SHOPLIFTING,Other Crime
591,EXTORTION,Other Crime
565,FRAUD,Other Crime
306,EXTORTION,Other Crime
391,IDENTITY THEFT,Violent Crime
188,CYBERCRIME,Other Crime
438,BURGLARY,Other Crime
299,FIREARM OFFENSE,Fire Accident
365,EXTORTION,Other Crime
229,IDENTITY THEFT,Violent Crime
474,SHOPLIFTING,Other Crime
562,TRAFFIC VIOLATION,Traffic Fatality
512,HOMICIDE,Other Crime
493,BURGLARY,Other Crime
554,VEHICLE - STOLEN,Violent Crime
133,FIREARM OFFENSE,Fire Accident
558,EXTORTION,Other Crime
124,VEHICLE - STOLEN,Violent Crime
437,ROBBERY,Violent Crime
129,HOMICIDE,Other Crime
406,DRUG OFFENSE,Other Crime
500,EXTORTION,Other Crime
515,IDENTITY THEFT,Violent Crime
231,ILLEGAL POSSESSION,Other Crime
169,IDENTITY THEFT,Violent Crime
274,EXTORTION,Other Crime
150,SHOPLIFTING,Other Crime
551,CYBERCRIME,Other Crime
464,ILLEGAL POSSESSION,Other Crime
337,VANDALISM,Other Crime
486,ASSAULT,Violent Crime
264,COUNTERFEITING,Other Crime
582,SEXUAL ASSAULT,Violent Crime
281,SHOPLIFTING,Other Crime
588,HOMICIDE,Other Crime
295,VEHICLE - STOLEN,Violent Crime
491,VEHICLE - STOLEN,Violent Crime
537,BURGLARY,Other Crime
170,PUBLIC INTOXICATION,Other Crime
188,EXTORTION,Other Crime
431,ARSON,Fire Accident
336,VANDALISM,Other Crime
468,KIDNAPPING,Other Crime
441,TRAFFIC VIOLATION,Traffic Fatality
586,ROBBERY,Violent Crime
205,PUBLIC INTOXICATION,Other Crime
185,BURGLARY,Other Crime
399,KIDNAPPING,Other Crime
564,ASSAULT,Violent Crime
148,DOMESTIC VIOLENCE,Violent Crime
147,HOMICIDE,Other Crime
168,VEHICLE - STOLEN,Violent Crime
153,VEHICLE - STOLEN,Violent Crime
151,CYBERCRIME,Other Crime
479,VEHICLE - STOLEN,Violent Crime
120,KIDNAPPING,Other Crime
554,ARSON,Fire Accident
403,VEHICLE - STOLEN,Violent Crime
393,FIREARM OFFENSE,Fire Accident
243,KIDNAPPING,Other Crime
427,ASSAULT,Violent Crime
205,COUNTERFEITING,Other Crime
132,PUBLIC INTOXICATION,Other Crime
255,PUBLIC INTOXICATION,Other Crime
225,CYBERCRIME,Other Crime
471,IDENTITY THEFT,Violent Crime
172,TRAFFIC VIOLATION,Traffic Fatality
292,IDENTITY THEFT,Violent Crime
260,EXTORTION,Other Crime
376,ROBBERY,Violent Crime
357,KIDNAPPING,Other Crime
420,VANDALISM,Other Crime
249,FRAUD,Other Crime
507,DOMESTIC VIOLENCE,Violent Crime
303,ROBBERY,Violent Crime
526,ASSAULT,Violent Crime
533,KIDNAPPING,Other Crime
568,KIDNAPPING,Other Crime
289,IDENTITY THEFT,Violent Crime
160,ARSON,Fire Accident
338,ASSAULT,Violent Crime
180,BURGLARY,Other Crime
480,HOMICIDE,Other Crime
372,DRUG OFFENSE,Other Crime
383,DOMESTIC VIOLENCE,Violent Crime
284,FRAUD,Other Crime
258,DOMESTIC VIOLENCE,Violent Crime
578,PUBLIC INTOXICATION,Other Crime
331,ILLEGAL POSSESSION,Other Crime
250,CYBERCRIME,Other Crime
287,ASSAULT,Violent Crime
276,PUBLIC INTOXICATION,Other Crime
523,DOMESTIC VIOLENCE,Violent Crime
174,ARSON,Fire Accident
470,FIREARM OFFENSE,Fire Accident
356,ILLEGAL POSSESSION,Other Crime
324,SEXUAL ASSAULT,Violent Crime
168,FIREARM OFFENSE,Fire Accident
206,ILLEGAL POSSESSION,Other Crime
549,DOMESTIC VIOLENCE,Violent Crime
544,ASSAULT,Violent Crime
460,SEXUAL ASSAULT,Violent Crime
449,SHOPLIFTING,Other Crime
229,VANDALISM,Other Crime
404,ILLEGAL POSSESSION,Other Crime
130,SEXUAL ASSAULT,Violent Crime
218,VEHICLE - STOLEN,Violent Crime
120,DOMESTIC VIOLENCE,Violent Crime
450,DRUG OFFENSE,Other Crime
202,CYBERCRIME,Other Crime
412,FIREARM OFFENSE,Fire Accident
550,COUNTERFEITING,Other Crime
263,BURGLARY,Other Crime
